source,target,weight,type,electrode
e3_t192,e3_t193,0.2,intra,F3
e3_t199,e3_t200,0.2667,intra,F3
e3_t200,e3_t201,0.4667,intra,F3
e3_t213,e3_t214,0.2,intra,F3
e3_t214,e3_t215,0.2,intra,F3
e3_t11,e3_t12,0.4667,intra,F3
e3_t12,e3_t13,0.4,intra,F3
e3_t16,e3_t17,0.2,intra,F3
e3_t23,e3_t24,0.2,intra,F3
e3_t24,e3_t25,0.2667,intra,F3
e3_t30,e3_t31,0.2,intra,F3
e3_t50,e3_t51,0.2,intra,F3
e3_t64,e3_t65,0.2667,intra,F3
e3_t65,e3_t66,0.3333,intra,F3
e3_t68,e3_t69,0.2,intra,F3
e3_t70,e3_t71,0.2,intra,F3
e3_t120,e3_t121,0.3333,intra,F3
e3_t121,e3_t122,0.2667,intra,F3
e3_t142,e3_t143,0.3333,intra,F3
e3_t163,e3_t164,0.3333,intra,F3
e3_t164,e3_t165,0.2667,intra,F3
e3_t235,e3_t236,0.3333,intra,F3
e3_t236,e3_t237,0.3333,intra,F3
e3_t248,e3_t249,0.4667,intra,F3
e3_t249,e3_t250,0.4667,intra,F3
e3_t25,e3_t26,0.2,intra,F3
e3_t29,e3_t30,0.2667,intra,F3
e3_t73,e3_t74,0.2667,intra,F3
e3_t76,e3_t77,0.4,intra,F3
e3_t171,e3_t172,0.3333,intra,F3
e3_t172,e3_t173,0.2,intra,F3
e3_t173,e3_t174,0.3333,intra,F3
e3_t253,e3_t254,0.2,intra,F3
e3_t254,e3_t255,0.2,intra,F3
e3_t5,e3_t6,0.2667,intra,F3
e3_t6,e3_t7,0.2,intra,F3
e3_t215,e3_t216,0.3333,intra,F3
e3_t216,e3_t217,0.2,intra,F3
e3_t217,e3_t218,0.2,intra,F3
e3_t220,e3_t221,0.2,intra,F3
e3_t228,e3_t229,0.4,intra,F3
e3_t229,e3_t230,0.4,intra,F3
e3_t230,e3_t231,0.2,intra,F3
e3_t247,e3_t248,0.4,intra,F3
e3_t20,e3_t21,0.4,intra,F3
e3_t21,e3_t22,0.2,intra,F3
e3_t56,e3_t57,0.2,intra,F3
e3_t88,e3_t89,0.4,intra,F3
e3_t161,e3_t162,0.3333,intra,F3
e3_t162,e3_t163,0.2667,intra,F3
e3_t219,e3_t220,0.2667,intra,F3
e3_t231,e3_t232,0.2,intra,F3
e3_t232,e3_t233,0.4,intra,F3
e3_t31,e3_t32,0.2,intra,F3
e3_t32,e3_t33,0.2,intra,F3
e3_t33,e3_t34,0.2,intra,F3
e3_t37,e3_t38,0.2,intra,F3
e3_t38,e3_t39,0.3333,intra,F3
e3_t39,e3_t40,0.3333,intra,F3
e3_t40,e3_t41,0.2,intra,F3
e3_t42,e3_t43,0.2667,intra,F3
e3_t58,e3_t59,0.2,intra,F3
e3_t62,e3_t63,0.2667,intra,F3
e3_t63,e3_t64,0.2,intra,F3
e3_t66,e3_t67,0.2,intra,F3
e3_t75,e3_t76,0.3333,intra,F3
e3_t117,e3_t118,0.2,intra,F3
e3_t118,e3_t119,0.4,intra,F3
e3_t124,e3_t125,0.2667,intra,F3
e3_t167,e3_t168,0.3333,intra,F3
e3_t168,e3_t169,0.3333,intra,F3
e3_t233,e3_t234,0.2667,intra,F3
e3_t74,e3_t75,0.2,intra,F3
e3_t95,e3_t96,0.2,intra,F3
e3_t96,e3_t97,0.2,intra,F3
e3_t107,e3_t108,0.2667,intra,F3
e3_t160,e3_t161,0.3333,intra,F3
e3_t185,e3_t186,0.2,intra,F3
e3_t187,e3_t191,0.2,intra,F3
e3_t198,e3_t199,0.2,intra,F3
e3_t205,e3_t206,0.2,intra,F3
e3_t224,e3_t225,0.2,intra,F3
e3_t227,e3_t228,0.3333,intra,F3
e3_t234,e3_t235,0.2667,intra,F3
e3_t240,e3_t241,0.2667,intra,F3
e3_t246,e3_t247,0.2,intra,F3
e3_t43,e3_t44,0.2667,intra,F3
e3_t82,e3_t83,0.2,intra,F3
e3_t83,e3_t84,0.3333,intra,F3
e3_t89,e3_t90,0.2,intra,F3
e3_t97,e3_t98,0.2,intra,F3
e3_t103,e3_t104,0.2,intra,F3
e3_t104,e3_t105,0.2,intra,F3
e3_t109,e3_t110,0.2667,intra,F3
e3_t110,e3_t111,0.2,intra,F3
e3_t111,e3_t112,0.2,intra,F3
e3_t133,e3_t134,0.2,intra,F3
e3_t144,e3_t145,0.2,intra,F3
e3_t145,e3_t146,0.2667,intra,F3
e3_t149,e3_t150,0.2667,intra,F3
e3_t150,e3_t151,0.3333,intra,F3
e3_t175,e3_t176,0.2,intra,F3
e3_t10,e3_t11,0.3333,intra,F3
e3_t87,e3_t88,0.2,intra,F3
e3_t106,e3_t107,0.2,intra,F3
e3_t125,e3_t126,0.2,intra,F3
e3_t61,e3_t62,0.2667,intra,F3
e3_t84,e3_t85,0.2667,intra,F3
e3_t146,e3_t147,0.2,intra,F3
e3_t147,e3_t148,0.2667,intra,F3
e3_t148,e3_t149,0.2,intra,F3
e3_t154,e3_t155,0.2,intra,F3
e3_t155,e3_t156,0.2,intra,F3
e3_t186,e3_t187,0.2,intra,F3
e3_t208,e3_t209,0.2,intra,F3
e3_t209,e3_t210,0.2,intra,F3
e3_t19,e3_t20,0.2667,intra,F3
e3_t48,e3_t49,0.2,intra,F3
e3_t77,e3_t78,0.2,intra,F3
e3_t182,e3_t183,0.2,intra,F3
e3_t211,e3_t212,0.2,intra,F3
e3_t212,e3_t213,0.2667,intra,F3
e3_t218,e3_t219,0.2667,intra,F3
e3_t99,e3_t100,0.2,intra,F3
e4_t154,e4_t155,0.3333,intra,FZ
e4_t155,e4_t156,0.3333,intra,FZ
e4_t157,e4_t158,0.2667,intra,FZ
e4_t164,e4_t165,0.4667,intra,FZ
e4_t165,e4_t166,0.3333,intra,FZ
e4_t166,e4_t167,0.3333,intra,FZ
e4_t167,e4_t168,0.3333,intra,FZ
e4_t168,e4_t169,0.3333,intra,FZ
e4_t175,e4_t176,0.2667,intra,FZ
e4_t176,e4_t177,0.2,intra,FZ
e4_t177,e4_t178,0.2,intra,FZ
e4_t178,e4_t179,0.2,intra,FZ
e4_t179,e4_t180,0.2,intra,FZ
e4_t180,e4_t181,0.2667,intra,FZ
e4_t205,e4_t206,0.2,intra,FZ
e4_t206,e4_t207,0.3333,intra,FZ
e4_t207,e4_t208,0.2667,intra,FZ
e4_t48,e4_t49,0.2667,intra,FZ
e4_t49,e4_t50,0.2667,intra,FZ
e4_t50,e4_t51,0.4,intra,FZ
e4_t51,e4_t52,0.4,intra,FZ
e4_t60,e4_t61,0.3333,intra,FZ
e4_t61,e4_t62,0.2,intra,FZ
e4_t62,e4_t63,0.2667,intra,FZ
e4_t63,e4_t64,0.4,intra,FZ
e4_t73,e4_t74,0.2,intra,FZ
e4_t74,e4_t75,0.2,intra,FZ
e4_t232,e4_t233,0.3333,intra,FZ
e4_t17,e4_t18,0.2667,intra,FZ
e4_t18,e4_t19,0.2667,intra,FZ
e4_t27,e4_t28,0.2,intra,FZ
e4_t28,e4_t29,0.3333,intra,FZ
e4_t37,e4_t38,0.3333,intra,FZ
e4_t38,e4_t39,0.2,intra,FZ
e4_t39,e4_t40,0.2,intra,FZ
e4_t52,e4_t53,0.2,intra,FZ
e4_t53,e4_t54,0.2667,intra,FZ
e4_t57,e4_t58,0.3333,intra,FZ
e4_t58,e4_t59,0.2,intra,FZ
e4_t64,e4_t65,0.2,intra,FZ
e4_t86,e4_t87,0.2667,intra,FZ
e4_t99,e4_t100,0.2667,intra,FZ
e4_t100,e4_t101,0.2,intra,FZ
e4_t101,e4_t102,0.3333,intra,FZ
e4_t102,e4_t103,0.4,intra,FZ
e4_t103,e4_t104,0.2,intra,FZ
e4_t107,e4_t108,0.2667,intra,FZ
e4_t108,e4_t109,0.2,intra,FZ
e4_t109,e4_t110,0.2667,intra,FZ
e4_t110,e4_t111,0.3333,intra,FZ
e4_t112,e4_t113,0.2667,intra,FZ
e4_t114,e4_t115,0.2,intra,FZ
e4_t150,e4_t151,0.2,intra,FZ
e4_t151,e4_t152,0.2,intra,FZ
e4_t153,e4_t154,0.2667,intra,FZ
e4_t162,e4_t163,0.2,intra,FZ
e4_t163,e4_t164,0.3333,intra,FZ
e4_t182,e4_t183,0.2,intra,FZ
e4_t30,e4_t31,0.3333,intra,FZ
e4_t31,e4_t32,0.3333,intra,FZ
e4_t140,e4_t141,0.2,intra,FZ
e4_t82,e4_t83,0.2667,intra,FZ
e4_t83,e4_t84,0.2,intra,FZ
e4_t104,e4_t105,0.2667,intra,FZ
e4_t105,e4_t106,0.3333,intra,FZ
e4_t29,e4_t30,0.2667,intra,FZ
e4_t32,e4_t33,0.2667,intra,FZ
e4_t33,e4_t34,0.2,intra,FZ
e4_t34,e4_t35,0.2667,intra,FZ
e4_t35,e4_t36,0.2667,intra,FZ
e4_t98,e4_t99,0.2667,intra,FZ
e4_t170,e4_t171,0.4,intra,FZ
e4_t171,e4_t172,0.4,intra,FZ
e4_t188,e4_t189,0.2,intra,FZ
e4_t194,e4_t195,0.2,intra,FZ
e4_t216,e4_t217,0.2667,intra,FZ
e4_t217,e4_t218,0.4667,intra,FZ
e4_t229,e4_t230,0.2,intra,FZ
e4_t230,e4_t231,0.2667,intra,FZ
e4_t231,e4_t232,0.4,intra,FZ
e4_t233,e4_t234,0.3333,intra,FZ
e4_t234,e4_t235,0.4,intra,FZ
e4_t235,e4_t236,0.2667,intra,FZ
e4_t237,e4_t238,0.2667,intra,FZ
e4_t239,e4_t240,0.2667,intra,FZ
e4_t240,e4_t241,0.2667,intra,FZ
e4_t248,e4_t249,0.3333,intra,FZ
e4_t249,e4_t250,0.2,intra,FZ
e4_t254,e4_t255,0.2667,intra,FZ
e4_t0,e4_t1,0.2667,intra,FZ
e4_t4,e4_t5,0.2667,intra,FZ
e4_t10,e4_t11,0.2,intra,FZ
e4_t44,e4_t45,0.2667,intra,FZ
e4_t45,e4_t46,0.2667,intra,FZ
e4_t46,e4_t47,0.2667,intra,FZ
e4_t47,e4_t48,0.3333,intra,FZ
e4_t54,e4_t55,0.2667,intra,FZ
e4_t55,e4_t56,0.2,intra,FZ
e4_t66,e4_t67,0.2667,intra,FZ
e4_t69,e4_t70,0.2667,intra,FZ
e4_t71,e4_t72,0.2,intra,FZ
e4_t81,e4_t82,0.2,intra,FZ
e4_t85,e4_t86,0.2667,intra,FZ
e4_t88,e4_t89,0.2667,intra,FZ
e4_t89,e4_t90,0.2,intra,FZ
e4_t90,e4_t91,0.2,intra,FZ
e4_t123,e4_t124,0.2,intra,FZ
e4_t126,e4_t127,0.2667,intra,FZ
e4_t127,e4_t128,0.2667,intra,FZ
e4_t128,e4_t129,0.2,intra,FZ
e4_t138,e4_t139,0.2,intra,FZ
e4_t141,e4_t142,0.2,intra,FZ
e4_t144,e4_t145,0.2667,intra,FZ
e4_t145,e4_t146,0.2667,intra,FZ
e4_t158,e4_t159,0.2,intra,FZ
e4_t160,e4_t161,0.3333,intra,FZ
e4_t161,e4_t162,0.2667,intra,FZ
e4_t173,e4_t174,0.2667,intra,FZ
e4_t181,e4_t182,0.2,intra,FZ
e4_t183,e4_t184,0.2,intra,FZ
e4_t189,e4_t190,0.2,intra,FZ
e4_t191,e4_t192,0.2667,intra,FZ
e4_t192,e4_t193,0.2,intra,FZ
e4_t193,e4_t194,0.2667,intra,FZ
e4_t195,e4_t196,0.2,intra,FZ
e4_t196,e4_t197,0.2667,intra,FZ
e4_t198,e4_t199,0.2667,intra,FZ
e4_t199,e4_t200,0.3333,intra,FZ
e4_t200,e4_t201,0.2667,intra,FZ
e4_t201,e4_t202,0.2,intra,FZ
e4_t208,e4_t209,0.2,intra,FZ
e4_t209,e4_t210,0.2667,intra,FZ
e4_t213,e4_t214,0.2667,intra,FZ
e4_t214,e4_t215,0.2667,intra,FZ
e4_t215,e4_t216,0.4,intra,FZ
e4_t218,e4_t219,0.2667,intra,FZ
e4_t221,e4_t222,0.3333,intra,FZ
e4_t222,e4_t223,0.3333,intra,FZ
e4_t238,e4_t239,0.3333,intra,FZ
e4_t247,e4_t248,0.3333,intra,FZ
e4_t1,e4_t2,0.2667,intra,FZ
e4_t2,e4_t3,0.2667,intra,FZ
e4_t16,e4_t17,0.2,intra,FZ
e4_t25,e4_t26,0.2,intra,FZ
e4_t26,e4_t27,0.2,intra,FZ
e4_t40,e4_t41,0.2667,intra,FZ
e4_t41,e4_t42,0.2,intra,FZ
e4_t59,e4_t60,0.2,intra,FZ
e4_t87,e4_t88,0.2,intra,FZ
e4_t94,e4_t95,0.2,intra,FZ
e4_t95,e4_t96,0.2,intra,FZ
e4_t97,e4_t98,0.2,intra,FZ
e4_t136,e4_t137,0.2,intra,FZ
e4_t137,e4_t138,0.2,intra,FZ
e4_t143,e4_t144,0.2,intra,FZ
e4_t147,e4_t148,0.2,intra,FZ
e4_t219,e4_t220,0.2667,intra,FZ
e4_t223,e4_t224,0.2667,intra,FZ
e4_t224,e4_t225,0.2,intra,FZ
e4_t243,e4_t244,0.2,intra,FZ
e4_t244,e4_t245,0.2,intra,FZ
e4_t250,e4_t251,0.2,intra,FZ
e4_t132,e4_t133,0.2,intra,FZ
e4_t133,e4_t134,0.2,intra,FZ
e4_t174,e4_t175,0.2667,intra,FZ
e4_t190,e4_t191,0.2,intra,FZ
e4_t197,e4_t198,0.2,intra,FZ
e4_t203,e4_t204,0.2,intra,FZ
e4_t204,e4_t205,0.2667,intra,FZ
e4_t210,e4_t211,0.2,intra,FZ
e4_t211,e4_t212,0.2,intra,FZ
e4_t212,e4_t213,0.2667,intra,FZ
e4_t236,e4_t237,0.2,intra,FZ
e4_t67,e4_t68,0.2,intra,FZ
e4_t130,e4_t131,0.2,intra,FZ
e4_t131,e4_t132,0.2,intra,FZ
e4_t19,e4_t20,0.2,intra,FZ
e4_t22,e4_t23,0.2,intra,FZ
e4_t43,e4_t44,0.2,intra,FZ
e4_t251,e4_t252,0.2,intra,FZ
e5_t56,e5_t57,0.2,intra,F4
e5_t57,e5_t58,0.2667,intra,F4
e5_t80,e5_t81,0.2,intra,F4
e5_t92,e5_t93,0.3333,intra,F4
e5_t93,e5_t94,0.2,intra,F4
e5_t108,e5_t109,0.2667,intra,F4
e5_t109,e5_t110,0.2,intra,F4
e5_t136,e5_t137,0.2667,intra,F4
e5_t137,e5_t138,0.2,intra,F4
e5_t151,e5_t152,0.3333,intra,F4
e5_t152,e5_t153,0.2,intra,F4
e5_t153,e5_t154,0.2,intra,F4
e5_t155,e5_t156,0.2,intra,F4
e5_t156,e5_t157,0.2667,intra,F4
e5_t157,e5_t158,0.2,intra,F4
e5_t158,e5_t159,0.2,intra,F4
e5_t187,e5_t188,0.3333,intra,F4
e5_t188,e5_t189,0.4667,intra,F4
e5_t199,e5_t200,0.2,intra,F4
e5_t200,e5_t201,0.2,intra,F4
e5_t200,e5_t206,0.2,intra,F4
e5_t201,e5_t202,0.2667,intra,F4
e5_t204,e5_t205,0.4667,intra,F4
e5_t205,e5_t206,0.3333,intra,F4
e5_t206,e5_t207,0.2667,intra,F4
e5_t207,e5_t208,0.2667,intra,F4
e5_t208,e5_t209,0.3333,intra,F4
e5_t216,e5_t217,0.3333,intra,F4
e5_t217,e5_t218,0.3333,intra,F4
e5_t224,e5_t225,0.3333,intra,F4
e5_t225,e5_t226,0.2667,intra,F4
e5_t232,e5_t233,0.2,intra,F4
e5_t236,e5_t237,0.4,intra,F4
e5_t237,e5_t238,0.2667,intra,F4
e5_t248,e5_t249,0.3333,intra,F4
e5_t249,e5_t250,0.5333,intra,F4
e5_t250,e5_t251,0.2667,intra,F4
e5_t41,e5_t42,0.4667,intra,F4
e5_t59,e5_t60,0.2667,intra,F4
e5_t60,e5_t61,0.3333,intra,F4
e5_t104,e5_t105,0.3333,intra,F4
e5_t172,e5_t173,0.3333,intra,F4
e5_t189,e5_t190,0.3333,intra,F4
e5_t13,e5_t14,0.2667,intra,F4
e5_t24,e5_t25,0.2,intra,F4
e5_t39,e5_t40,0.2667,intra,F4
e5_t40,e5_t41,0.4667,intra,F4
e5_t88,e5_t89,0.2667,intra,F4
e5_t89,e5_t90,0.2667,intra,F4
e5_t100,e5_t101,0.2667,intra,F4
e5_t184,e5_t185,0.2,intra,F4
e5_t11,e5_t12,0.2667,intra,F4
e5_t12,e5_t13,0.3333,intra,F4
e5_t25,e5_t26,0.2,intra,F4
e5_t28,e5_t29,0.2667,intra,F4
e5_t61,e5_t62,0.2,intra,F4
e5_t64,e5_t65,0.2,intra,F4
e5_t72,e5_t73,0.3333,intra,F4
e5_t73,e5_t74,0.3333,intra,F4
e5_t91,e5_t92,0.3333,intra,F4
e5_t171,e5_t172,0.2667,intra,F4
e5_t215,e5_t216,0.3333,intra,F4
e5_t220,e5_t221,0.2667,intra,F4
e5_t221,e5_t222,0.2667,intra,F4
e5_t10,e5_t11,0.2667,intra,F4
e5_t20,e5_t21,0.2,intra,F4
e5_t29,e5_t30,0.2,intra,F4
e5_t30,e5_t31,0.3333,intra,F4
e5_t31,e5_t32,0.2667,intra,F4
e5_t32,e5_t33,0.3333,intra,F4
e5_t33,e5_t34,0.2,intra,F4
e5_t34,e5_t35,0.2,intra,F4
e5_t35,e5_t36,0.2667,intra,F4
e5_t36,e5_t37,0.2667,intra,F4
e5_t42,e5_t43,0.2667,intra,F4
e5_t52,e5_t53,0.2,intra,F4
e5_t53,e5_t54,0.2,intra,F4
e5_t55,e5_t56,0.2,intra,F4
e5_t58,e5_t59,0.2667,intra,F4
e5_t62,e5_t63,0.2667,intra,F4
e5_t63,e5_t64,0.2,intra,F4
e5_t65,e5_t66,0.2,intra,F4
e5_t66,e5_t67,0.2,intra,F4
e5_t68,e5_t69,0.2,intra,F4
e5_t75,e5_t76,0.2,intra,F4
e5_t121,e5_t122,0.2667,intra,F4
e5_t169,e5_t170,0.2,intra,F4
e5_t212,e5_t213,0.3333,intra,F4
e5_t213,e5_t214,0.2667,intra,F4
e5_t218,e5_t219,0.3333,intra,F4
e5_t229,e5_t230,0.2667,intra,F4
e5_t230,e5_t231,0.2667,intra,F4
e5_t233,e5_t234,0.3333,intra,F4
e5_t234,e5_t235,0.2667,intra,F4
e5_t239,e5_t240,0.2,intra,F4
e5_t240,e5_t241,0.3333,intra,F4
e5_t241,e5_t242,0.2667,intra,F4
e5_t254,e5_t255,0.3333,intra,F4
e5_t21,e5_t22,0.2667,intra,F4
e5_t27,e5_t28,0.2,intra,F4
e5_t44,e5_t45,0.3333,intra,F4
e5_t45,e5_t46,0.2,intra,F4
e5_t46,e5_t47,0.2667,intra,F4
e5_t48,e5_t49,0.2667,intra,F4
e5_t50,e5_t51,0.2,intra,F4
e5_t69,e5_t70,0.2,intra,F4
e5_t71,e5_t72,0.2,intra,F4
e5_t76,e5_t77,0.2667,intra,F4
e5_t77,e5_t78,0.4,intra,F4
e5_t90,e5_t91,0.2667,intra,F4
e5_t94,e5_t95,0.2,intra,F4
e5_t96,e5_t97,0.2667,intra,F4
e5_t97,e5_t98,0.2667,intra,F4
e5_t98,e5_t99,0.2,intra,F4
e5_t103,e5_t104,0.2,intra,F4
e5_t105,e5_t106,0.2667,intra,F4
e5_t110,e5_t111,0.2,intra,F4
e5_t124,e5_t125,0.2,intra,F4
e5_t126,e5_t127,0.2,intra,F4
e5_t133,e5_t134,0.2,intra,F4
e5_t150,e5_t151,0.2667,intra,F4
e5_t161,e5_t162,0.2,intra,F4
e5_t163,e5_t164,0.2,intra,F4
e5_t167,e5_t168,0.2,intra,F4
e5_t168,e5_t169,0.2667,intra,F4
e5_t170,e5_t171,0.2,intra,F4
e5_t173,e5_t174,0.2667,intra,F4
e5_t175,e5_t176,0.2,intra,F4
e5_t176,e5_t177,0.2,intra,F4
e5_t177,e5_t178,0.2,intra,F4
e5_t182,e5_t183,0.2667,intra,F4
e5_t183,e5_t184,0.2,intra,F4
e5_t185,e5_t186,0.2667,intra,F4
e5_t186,e5_t187,0.2,intra,F4
e5_t193,e5_t194,0.2,intra,F4
e5_t194,e5_t195,0.2,intra,F4
e5_t195,e5_t196,0.2,intra,F4
e5_t203,e5_t204,0.2,intra,F4
e5_t210,e5_t211,0.3333,intra,F4
e5_t211,e5_t212,0.2667,intra,F4
e5_t219,e5_t220,0.2,intra,F4
e5_t222,e5_t223,0.2667,intra,F4
e5_t227,e5_t228,0.2667,intra,F4
e5_t228,e5_t229,0.2667,intra,F4
e5_t231,e5_t232,0.2667,intra,F4
e5_t244,e5_t245,0.2667,intra,F4
e5_t245,e5_t246,0.2,intra,F4
e5_t247,e5_t248,0.2,intra,F4
e5_t251,e5_t252,0.2,intra,F4
e5_t253,e5_t254,0.2667,intra,F4
e5_t8,e5_t9,0.2,intra,F4
e5_t9,e5_t10,0.2667,intra,F4
e5_t17,e5_t18,0.2,intra,F4
e5_t43,e5_t44,0.2,intra,F4
e5_t47,e5_t48,0.2667,intra,F4
e5_t78,e5_t79,0.2,intra,F4
e5_t101,e5_t102,0.2667,intra,F4
e5_t209,e5_t210,0.2667,intra,F4
e5_t70,e5_t71,0.2,intra,F4
e6_t56,e6_t57,0.2,intra,F8
e6_t57,e6_t58,0.3333,intra,F8
e6_t58,e6_t59,0.2667,intra,F8
e6_t92,e6_t93,0.2,intra,F8
e6_t93,e6_t94,0.2,intra,F8
e6_t105,e6_t106,0.3333,intra,F8
e6_t106,e6_t107,0.2667,intra,F8
e6_t140,e6_t141,0.2667,intra,F8
e6_t141,e6_t142,0.2667,intra,F8
e6_t156,e6_t157,0.4,intra,F8
e6_t157,e6_t158,0.6,intra,F8
e6_t172,e6_t173,0.2,intra,F8
e6_t173,e6_t174,0.2,intra,F8
e6_t174,e6_t175,0.2,intra,F8
e6_t175,e6_t176,0.2,intra,F8
e6_t176,e6_t177,0.2,intra,F8
e6_t177,e6_t178,0.2,intra,F8
e6_t178,e6_t179,0.2,intra,F8
e6_t185,e6_t186,0.5333,intra,F8
e6_t186,e6_t187,0.5333,intra,F8
e6_t188,e6_t189,0.2667,intra,F8
e6_t239,e6_t240,0.3333,intra,F8
e6_t240,e6_t241,0.2667,intra,F8
e6_t241,e6_t242,0.2,intra,F8
e6_t47,e6_t48,0.2,intra,F8
e6_t48,e6_t49,0.2667,intra,F8
e6_t49,e6_t50,0.2,intra,F8
e6_t50,e6_t51,0.2,intra,F8
e6_t60,e6_t61,0.2667,intra,F8
e6_t61,e6_t62,0.3333,intra,F8
e6_t70,e6_t71,0.2,intra,F8
e6_t71,e6_t72,0.2,intra,F8
e6_t72,e6_t73,0.2,intra,F8
e6_t73,e6_t74,0.2667,intra,F8
e6_t74,e6_t75,0.2667,intra,F8
e6_t81,e6_t82,0.2,intra,F8
e6_t82,e6_t83,0.2,intra,F8
e6_t83,e6_t84,0.2,intra,F8
e6_t84,e6_t85,0.3333,intra,F8
e6_t85,e6_t86,0.3333,intra,F8
e6_t86,e6_t87,0.2,intra,F8
e6_t143,e6_t144,0.2667,intra,F8
e6_t144,e6_t145,0.2667,intra,F8
e6_t155,e6_t156,0.2667,intra,F8
e6_t189,e6_t190,0.2,intra,F8
e6_t201,e6_t202,0.2667,intra,F8
e6_t202,e6_t203,0.2,intra,F8
e6_t237,e6_t238,0.4,intra,F8
e6_t18,e6_t19,0.2,intra,F8
e6_t19,e6_t20,0.2,intra,F8
e6_t25,e6_t26,0.2,intra,F8
e6_t26,e6_t27,0.2,intra,F8
e6_t27,e6_t28,0.2667,intra,F8
e6_t63,e6_t64,0.2,intra,F8
e6_t89,e6_t90,0.3333,intra,F8
e6_t90,e6_t91,0.2,intra,F8
e6_t108,e6_t109,0.2667,intra,F8
e6_t109,e6_t110,0.4667,intra,F8
e6_t110,e6_t111,0.3333,intra,F8
e6_t111,e6_t112,0.4,intra,F8
e6_t121,e6_t122,0.3333,intra,F8
e6_t122,e6_t123,0.2,intra,F8
e6_t158,e6_t159,0.3333,intra,F8
e6_t169,e6_t170,0.5333,intra,F8
e6_t170,e6_t171,0.2667,intra,F8
e6_t222,e6_t223,0.2,intra,F8
e6_t223,e6_t224,0.2,intra,F8
e6_t224,e6_t225,0.2667,intra,F8
e6_t236,e6_t237,0.2667,intra,F8
e6_t9,e6_t10,0.2,intra,F8
e6_t31,e6_t32,0.2,intra,F8
e6_t38,e6_t39,0.2667,intra,F8
e6_t64,e6_t65,0.4,intra,F8
e6_t65,e6_t66,0.2,intra,F8
e6_t98,e6_t99,0.2,intra,F8
e6_t99,e6_t100,0.2667,intra,F8
e6_t100,e6_t101,0.3333,intra,F8
e6_t101,e6_t102,0.2667,intra,F8
e6_t115,e6_t116,0.2,intra,F8
e6_t160,e6_t161,0.2667,intra,F8
e6_t168,e6_t169,0.3333,intra,F8
e6_t171,e6_t172,0.2,intra,F8
e6_t249,e6_t250,0.2,intra,F8
e6_t250,e6_t251,0.2667,intra,F8
e6_t28,e6_t29,0.2667,intra,F8
e6_t29,e6_t30,0.4667,intra,F8
e6_t37,e6_t38,0.2,intra,F8
e6_t40,e6_t41,0.3333,intra,F8
e6_t43,e6_t44,0.2,intra,F8
e6_t44,e6_t45,0.2667,intra,F8
e6_t45,e6_t46,0.2667,intra,F8
e6_t46,e6_t47,0.2,intra,F8
e6_t77,e6_t78,0.2667,intra,F8
e6_t124,e6_t125,0.3333,intra,F8
e6_t184,e6_t185,0.3333,intra,F8
e6_t192,e6_t193,0.2,intra,F8
e6_t196,e6_t197,0.2667,intra,F8
e6_t197,e6_t198,0.2,intra,F8
e6_t227,e6_t228,0.2667,intra,F8
e6_t228,e6_t229,0.3333,intra,F8
e6_t229,e6_t230,0.3333,intra,F8
e6_t137,e6_t138,0.2,intra,F8
e6_t138,e6_t139,0.2,intra,F8
e6_t194,e6_t195,0.2,intra,F8
e6_t195,e6_t196,0.2,intra,F8
e6_t41,e6_t42,0.2,intra,F8
e6_t42,e6_t43,0.2667,intra,F8
e6_t205,e6_t206,0.2,intra,F8
e6_t230,e6_t231,0.2,intra,F8
e6_t231,e6_t232,0.2667,intra,F8
e6_t232,e6_t233,0.2,intra,F8
e6_t233,e6_t234,0.2,intra,F8
e6_t246,e6_t247,0.2,intra,F8
e6_t252,e6_t253,0.2,intra,F8
e6_t10,e6_t11,0.2667,intra,F8
e6_t221,e6_t222,0.2,intra,F8
e6_t242,e6_t243,0.2,intra,F8
e6_t55,e6_t56,0.2,intra,F8
e6_t104,e6_t105,0.2,intra,F8
e6_t127,e6_t128,0.2,intra,F8
e6_t152,e6_t153,0.2667,intra,F8
e6_t153,e6_t154,0.2,intra,F8
e6_t161,e6_t162,0.2,intra,F8
e6_t180,e6_t181,0.2,intra,F8
e6_t213,e6_t214,0.2,intra,F8
e6_t214,e6_t215,0.2,intra,F8
e6_t219,e6_t220,0.2667,intra,F8
e6_t17,e6_t18,0.2,intra,F8
e6_t21,e6_t22,0.2,intra,F8
e6_t22,e6_t23,0.2667,intra,F8
e6_t23,e6_t24,0.2,intra,F8
e6_t69,e6_t70,0.3333,intra,F8
e6_t125,e6_t126,0.3333,intra,F8
e6_t167,e6_t168,0.2,intra,F8
e6_t1,e6_t2,0.2667,intra,F8
e6_t2,e6_t3,0.2,intra,F8
e6_t193,e6_t194,0.2,intra,F8
e6_t253,e6_t254,0.2667,intra,F8
e6_t254,e6_t255,0.2667,intra,F8
e6_t3,e6_t4,0.2,intra,F8
e6_t32,e6_t33,0.2667,intra,F8
e6_t68,e6_t69,0.2,intra,F8
e6_t112,e6_t113,0.2,intra,F8
e6_t154,e6_t155,0.2,intra,F8
e7_t26,e7_t27,0.2667,intra,T7
e7_t155,e7_t156,0.2667,intra,T7
e7_t156,e7_t157,0.4667,intra,T7
e7_t168,e7_t169,0.4667,intra,T7
e7_t177,e7_t178,0.2,intra,T7
e7_t216,e7_t217,0.2667,intra,T7
