id,x,y,degree,electrode,electrode_id,phase,timepoint
e5_t13,3275.09,674.04,0.6667,F4,5,pre,13
e5_t14,3276.95,674.68,0.1333,F4,5,pre,14
e5_t15,3278.79,675.36,0.0,F4,5,pre,15
e5_t16,3280.61,676.09,0.0,F4,5,pre,16
e5_t17,3282.42,676.86,0.0,F4,5,pre,17
e5_t18,3284.2,677.68,0.0,F4,5,pre,18
e5_t19,3285.97,678.54,0.0,F4,5,pre,19
e5_t20,3287.71,679.45,0.0,F4,5,pre,20
e5_t21,3289.43,680.39,0.0,F4,5,pre,21
e5_t22,3291.13,681.38,0.0,F4,5,pre,22
e5_t23,3292.8,682.41,0.1333,F4,5,pre,23
e5_t24,3294.45,683.48,0.4,F4,5,pre,24
e5_t25,3296.06,684.59,0.4,F4,5,pre,25
e5_t26,3297.66,685.74,0.1333,F4,5,pre,26
e5_t27,3299.22,686.93,0.1333,F4,5,pre,27
e5_t28,3300.75,688.16,0.2667,F4,5,pre,28
e5_t29,3302.25,689.42,0.2667,F4,5,pre,29
e5_t30,3303.72,690.72,0.0,F4,5,pre,30
e5_t31,3305.16,692.06,0.1333,F4,5,pre,31
e5_t32,3306.57,693.43,0.0,F4,5,pre,32
e5_t33,3307.94,694.84,0.0,F4,5,pre,33
e5_t34,3309.28,696.28,0.0,F4,5,pre,34
e5_t35,3310.58,697.75,0.0,F4,5,pre,35
e5_t36,3311.84,699.25,0.0,F4,5,pre,36
e5_t37,3313.07,700.78,0.0,F4,5,pre,37
e5_t38,3314.26,702.34,0.0,F4,5,pre,38
e5_t39,3315.41,703.94,0.1333,F4,5,pre,39
e5_t40,3316.52,705.55,0.1333,F4,5,pre,40
e5_t41,3317.59,707.2,0.5333,F4,5,pre,41
e5_t42,3318.62,708.87,0.2667,F4,5,pre,42
e5_t43,3319.61,710.57,0.0,F4,5,pre,43
e5_t44,3320.55,712.29,0.4,F4,5,pre,44
e5_t45,3321.46,714.03,0.4,F4,5,pre,45
e5_t46,3322.32,715.8,0.0,F4,5,pre,46
e5_t47,3323.14,717.58,0.0,F4,5,pre,47
e5_t48,3323.91,719.39,0.1333,F4,5,pre,48
e5_t49,3324.64,721.21,0.1333,F4,5,pre,49
e5_t50,3325.32,723.05,0.0,F4,5,pre,50
e5_t51,3325.96,724.91,0.0,F4,5,pre,51
e5_t52,3326.56,726.78,0.0,F4,5,pre,52
e5_t53,3327.1,728.66,0.0,F4,5,pre,53
e5_t54,3327.6,730.56,0.0,F4,5,pre,54
e5_t55,3328.06,732.47,0.2667,F4,5,pre,55
e5_t56,3328.46,734.39,0.5333,F4,5,pre,56
e5_t57,3328.82,736.32,0.6667,F4,5,pre,57
e5_t58,3329.13,738.26,0.4,F4,5,pre,58
e5_t59,3329.4,740.21,0.2667,F4,5,pre,59
e5_t60,3329.61,742.16,0.1333,F4,5,pre,60
e5_t61,3329.78,744.11,0.0,F4,5,pre,61
e5_t62,3329.9,746.07,0.0,F4,5,pre,62
e5_t63,3329.98,748.04,0.0,F4,5,pre,63
e5_t64,3330.0,750.0,0.1333,F4,5,pre,64
e5_t65,3329.98,751.96,0.1333,F4,5,pre,65
e5_t66,3329.9,753.93,0.0,F4,5,pre,66
e5_t67,3329.78,755.89,0.0,F4,5,pre,67
e5_t68,3329.61,757.84,0.0,F4,5,pre,68
e5_t69,3329.4,759.79,0.1333,F4,5,pre,69
e5_t70,3329.13,761.74,0.4,F4,5,pre,70
e5_t71,3328.82,763.68,0.4,F4,5,pre,71
e5_t72,3328.46,765.61,0.5333,F4,5,pre,72
e5_t73,3328.06,767.53,0.4,F4,5,pre,73
e5_t74,3327.6,769.44,0.2667,F4,5,pre,74
e5_t75,3327.1,771.34,0.0,F4,5,pre,75
e5_t76,3326.56,773.22,0.2667,F4,5,pre,76
e5_t77,3325.96,775.09,0.4,F4,5,pre,77
e5_t78,3325.32,776.95,0.5333,F4,5,pre,78
e5_t79,3324.64,778.79,0.4,F4,5,pre,79
e5_t80,3323.91,780.61,0.5333,F4,5,pre,80
e5_t81,3323.14,782.42,0.5333,F4,5,pre,81
e5_t82,3322.32,784.2,0.5333,F4,5,pre,82
e5_t83,3321.46,785.97,0.1333,F4,5,pre,83
e5_t84,3320.55,787.71,0.0,F4,5,pre,84
e5_t85,3319.61,789.43,0.1333,F4,5,pre,85
e5_t86,3318.62,791.13,0.1333,F4,5,pre,86
e5_t87,3317.59,792.8,0.5333,F4,5,pre,87
e5_t88,3316.52,794.45,0.8,F4,5,pre,88
e5_t89,3315.41,796.06,0.4,F4,5,pre,89
e5_t90,3314.26,797.66,0.4,F4,5,pre,90
e5_t91,3313.07,799.22,0.4,F4,5,pre,91
e5_t92,3311.84,800.75,1.2,F4,5,pre,92
e5_t93,3310.58,802.25,0.6667,F4,5,pre,93
e5_t94,3309.28,803.72,0.6667,F4,5,pre,94
e5_t95,3307.94,805.16,0.2667,F4,5,pre,95
e5_t96,3306.57,806.57,0.0,F4,5,pre,96
e5_t97,3305.16,807.94,0.0,F4,5,pre,97
e5_t98,3303.72,809.28,0.1333,F4,5,pre,98
e5_t99,3302.25,810.58,0.4,F4,5,pre,99
e5_t100,3300.75,811.84,0.4,F4,5,pre,100
e5_t101,3299.22,813.07,0.2667,F4,5,pre,101
e5_t102,3297.66,814.26,0.4,F4,5,pre,102
e5_t103,3296.06,815.41,0.5333,F4,5,pre,103
e5_t104,3294.45,816.52,1.0667,F4,5,pre,104
e5_t105,3292.8,817.59,0.5333,F4,5,pre,105
e5_t106,3291.13,818.62,0.4,F4,5,pre,106
e5_t107,3289.43,819.61,0.2667,F4,5,pre,107
e5_t108,3287.71,820.55,0.2667,F4,5,pre,108
e5_t109,3285.97,821.46,0.4,F4,5,pre,109
e5_t110,3284.2,822.32,0.6667,F4,5,pre,110
e5_t111,3282.42,823.14,0.2667,F4,5,pre,111
e5_t112,3280.61,823.91,0.6667,F4,5,pre,112
e5_t113,3278.79,824.64,0.6667,F4,5,pre,113
e5_t114,3276.95,825.32,0.4,F4,5,pre,114
e5_t115,3275.09,825.96,0.5333,F4,5,pre,115
e5_t116,3273.22,826.56,0.5333,F4,5,pre,116
e5_t117,3271.34,827.1,0.1333,F4,5,pre,117
e5_t118,3269.44,827.6,0.1333,F4,5,pre,118
e5_t119,3267.53,828.06,0.4,F4,5,pre,119
e5_t120,3265.61,828.46,0.2667,F4,5,pre,120
e5_t121,3263.68,828.82,0.5333,F4,5,pre,121
e5_t122,3261.74,829.13,0.2667,F4,5,pre,122
e5_t123,3259.79,829.4,0.2667,F4,5,pre,123
e5_t124,3257.84,829.61,0.4,F4,5,pre,124
e5_t125,3255.89,829.78,0.5333,F4,5,pre,125
e5_t126,3253.93,829.9,0.5333,F4,5,pre,126
e5_t127,3251.96,829.98,0.4,F4,5,pre,127
e5_t128,3250.0,830.0,0.2667,F4,5,pre,128
e5_t129,3248.04,829.98,0.1333,F4,5,pre,129
e5_t130,3246.07,829.9,0.0,F4,5,pre,130
e5_t131,3244.11,829.78,0.2667,F4,5,pre,131
e5_t132,3242.16,829.61,0.5333,F4,5,pre,132
e5_t133,3240.21,829.4,0.5333,F4,5,pre,133
e5_t134,3238.26,829.13,0.4,F4,5,pre,134
e5_t135,3236.32,828.82,0.6667,F4,5,pre,135
e5_t136,3234.39,828.46,0.5333,F4,5,pre,136
e5_t137,3232.47,828.06,0.4,F4,5,pre,137
e5_t138,3230.56,827.6,0.2667,F4,5,pre,138
e5_t139,3228.66,827.1,0.4,F4,5,pre,139
e5_t140,3226.78,826.56,0.2667,F4,5,pre,140
e5_t141,3224.91,825.96,0.4,F4,5,pre,141
e5_t142,3223.05,825.32,0.2667,F4,5,pre,142
e5_t143,3221.21,824.64,0.0,F4,5,pre,143
e5_t144,3219.39,823.91,0.1333,F4,5,pre,144
e5_t145,3217.58,823.14,0.1333,F4,5,pre,145
e5_t146,3215.8,822.32,0.2667,F4,5,pre,146
e5_t147,3214.03,821.46,0.4,F4,5,pre,147
e5_t148,3212.29,820.55,0.0,F4,5,pre,148
e5_t149,3210.57,819.61,0.1333,F4,5,pre,149
e5_t150,3208.87,818.62,0.1333,F4,5,pre,150
e5_t151,3207.2,817.59,0.5333,F4,5,pre,151
e5_t152,3205.55,816.52,0.4,F4,5,pre,152
e5_t153,3203.94,815.41,0.5333,F4,5,pre,153
e5_t154,3202.34,814.26,0.2667,F4,5,pre,154
e5_t155,3200.78,813.07,0.1333,F4,5,pre,155
e5_t156,3199.25,811.84,0.5333,F4,5,pre,156
e5_t157,3197.75,810.58,0.9333,F4,5,pre,157
e5_t158,3196.28,809.28,0.8,F4,5,pre,158
e5_t159,3194.84,807.94,0.6667,F4,5,pre,159
e5_t160,3193.43,806.57,0.2667,F4,5,pre,160
e5_t161,3192.06,805.16,0.2667,F4,5,pre,161
e5_t162,3190.72,803.72,0.2667,F4,5,pre,162
e5_t163,3189.42,802.25,0.0,F4,5,pre,163
e5_t164,3188.16,800.75,0.1333,F4,5,pre,164
e5_t165,3186.93,799.22,0.0,F4,5,pre,165
e5_t166,3185.74,797.66,0.0,F4,5,pre,166
e5_t167,3184.59,796.06,0.0,F4,5,pre,167
e5_t168,3183.48,794.45,0.0,F4,5,pre,168
e5_t169,3182.41,792.8,0.5333,F4,5,pre,169
e5_t170,3181.38,791.13,0.5333,F4,5,pre,170
e5_t171,3180.39,789.43,0.1333,F4,5,pre,171
e5_t172,3179.45,787.71,0.1333,F4,5,pre,172
e5_t173,3178.54,785.97,0.1333,F4,5,pre,173
e5_t174,3177.68,784.2,0.0,F4,5,pre,174
e5_t175,3176.86,782.42,0.1333,F4,5,pre,175
e5_t176,3176.09,780.61,0.1333,F4,5,pre,176
e5_t177,3175.36,778.79,0.1333,F4,5,pre,177
e5_t178,3174.68,776.95,0.0,F4,5,pre,178
e5_t179,3174.04,775.09,0.0,F4,5,pre,179
e5_t180,3173.44,773.22,0.1333,F4,5,pre,180
e5_t181,3172.9,771.34,0.2667,F4,5,pre,181
e5_t182,3172.4,769.44,0.1333,F4,5,pre,182
e5_t183,3171.94,767.53,0.0,F4,5,pre,183
e5_t184,3171.54,765.61,0.0,F4,5,pre,184
e5_t185,3171.18,763.68,0.1333,F4,5,pre,185
e5_t186,3170.87,761.74,0.0,F4,5,pre,186
e5_t187,3170.6,759.79,0.1333,F4,5,pre,187
e5_t188,3170.39,757.84,0.4,F4,5,pre,188
e5_t189,3170.22,755.89,0.6667,F4,5,pre,189
e5_t190,3170.1,753.93,0.1333,F4,5,pre,190
e5_t191,3170.02,751.96,0.0,F4,5,pre,191
e5_t192,3170.0,750.0,0.0,F4,5,pre,192
e5_t193,3170.02,748.04,0.1333,F4,5,pre,193
e5_t194,3170.1,746.07,0.0,F4,5,pre,194
e5_t195,3170.22,744.11,0.0,F4,5,pre,195
e5_t196,3170.39,742.16,0.0,F4,5,pre,196
e5_t197,3170.6,740.21,0.0,F4,5,pre,197
e5_t198,3170.87,738.26,0.1333,F4,5,pre,198
e5_t199,3171.18,736.32,0.1333,F4,5,pre,199
e5_t200,3171.54,734.39,0.0,F4,5,pre,200
e5_t201,3171.94,732.47,0.0,F4,5,pre,201
e5_t202,3172.4,730.56,0.1333,F4,5,pre,202
e5_t203,3172.9,728.66,0.0,F4,5,pre,203
e5_t204,3173.44,726.78,0.4,F4,5,pre,204
e5_t205,3174.04,724.91,1.0667,F4,5,pre,205
e5_t206,3174.68,723.05,0.8,F4,5,pre,206
e5_t207,3175.36,721.21,0.4,F4,5,pre,207
e5_t208,3176.09,719.39,0.1333,F4,5,pre,208
e5_t209,3176.86,717.58,0.0,F4,5,pre,209
e5_t210,3177.68,715.8,0.0,F4,5,pre,210
e5_t211,3178.54,714.03,0.0,F4,5,pre,211
e5_t212,3179.45,712.29,0.1333,F4,5,pre,212
e5_t213,3180.39,710.57,0.2667,F4,5,pre,213
e5_t214,3181.38,708.87,0.4,F4,5,pre,214
e5_t215,3182.41,707.2,0.6667,F4,5,pre,215
e5_t216,3183.48,705.55,2.0,F4,5,pre,216
e5_t217,3184.59,703.94,1.6,F4,5,pre,217
e5_t218,3185.74,702.34,0.9333,F4,5,pre,218
e5_t219,3186.93,700.78,0.4,F4,5,pre,219
e5_t220,3188.16,699.25,0.4,F4,5,pre,220
e5_t221,3189.42,697.75,0.5333,F4,5,pre,221
e5_t222,3190.72,696.28,0.4,F4,5,pre,222
e5_t223,3192.06,694.84,0.4,F4,5,pre,223
e5_t224,3193.43,693.43,0.6667,F4,5,pre,224
e5_t225,3194.84,692.06,0.5333,F4,5,pre,225
e5_t226,3196.28,690.72,0.1333,F4,5,pre,226
e5_t227,3197.75,689.42,0.0,F4,5,pre,227
e5_t228,3199.25,688.16,0.2667,F4,5,pre,228
e5_t229,3200.78,686.93,0.2667,F4,5,pre,229
e5_t230,3202.34,685.74,0.2667,F4,5,pre,230
e5_t231,3203.94,684.59,0.6667,F4,5,pre,231
e5_t232,3205.55,683.48,0.5333,F4,5,pre,232
e5_t233,3207.2,682.41,0.8,F4,5,pre,233
e5_t234,3208.87,681.38,0.4,F4,5,pre,234
e5_t235,3210.57,680.39,0.1333,F4,5,pre,235
e5_t236,3212.29,679.45,0.2667,F4,5,pre,236
e5_t237,3214.03,678.54,0.4,F4,5,pre,237
e5_t238,3215.8,677.68,0.2667,F4,5,pre,238
e5_t239,3217.58,676.86,0.0,F4,5,pre,239
e5_t240,3219.39,676.09,0.2667,F4,5,pre,240
e5_t241,3221.21,675.36,0.0,F4,5,pre,241
e5_t242,3223.05,674.68,0.0,F4,5,pre,242
e5_t243,3224.91,674.04,0.1333,F4,5,pre,243
e5_t244,3226.78,673.44,0.1333,F4,5,pre,244
e5_t245,3228.66,672.9,0.2667,F4,5,pre,245
e5_t246,3230.56,672.4,0.4,F4,5,pre,246
e5_t247,3232.47,671.94,0.2667,F4,5,pre,247
e5_t248,3234.39,671.54,0.0,F4,5,pre,248
e5_t249,3236.32,671.18,0.2667,F4,5,pre,249
e5_t250,3238.26,670.87,0.5333,F4,5,pre,250
e5_t251,3240.21,670.6,0.4,F4,5,pre,251
e5_t252,3242.16,670.39,0.4,F4,5,pre,252
e5_t253,3244.11,670.22,0.1333,F4,5,pre,253
e5_t254,3246.07,670.1,0.1333,F4,5,pre,254
e5_t255,3248.04,670.02,0.6667,F4,5,pre,255
e6_t0,4250.0,820.0,0.0,F8,6,pre,0
e6_t1,4251.96,820.02,0.0,F8,6,pre,1
e6_t2,4253.93,820.1,0.0,F8,6,pre,2
e6_t3,4255.89,820.22,0.0,F8,6,pre,3
e6_t4,4257.84,820.39,0.6667,F8,6,pre,4
e6_t5,4259.79,820.6,0.8,F8,6,pre,5
e6_t6,4261.74,820.87,0.5333,F8,6,pre,6
e6_t7,4263.68,821.18,0.5333,F8,6,pre,7
e6_t8,4265.61,821.54,0.4,F8,6,pre,8
e6_t9,4267.53,821.94,1.0667,F8,6,pre,9
e6_t10,4269.44,822.4,0.9333,F8,6,pre,10
e6_t11,4271.34,822.9,0.2667,F8,6,pre,11
e6_t12,4273.22,823.44,0.6667,F8,6,pre,12
e6_t13,4275.09,824.04,0.9333,F8,6,pre,13
e6_t14,4276.95,824.68,1.0667,F8,6,pre,14
e6_t15,4278.79,825.36,0.5333,F8,6,pre,15
e6_t16,4280.61,826.09,0.1333,F8,6,pre,16
e6_t17,4282.42,826.86,0.2667,F8,6,pre,17
e6_t18,4284.2,827.68,0.0,F8,6,pre,18
e6_t19,4285.97,828.54,0.1333,F8,6,pre,19
e6_t20,4287.71,829.45,0.4,F8,6,pre,20
e6_t21,4289.43,830.39,0.5333,F8,6,pre,21
e6_t22,4291.13,831.38,0.2667,F8,6,pre,22
e6_t23,4292.8,832.41,0.1333,F8,6,pre,23
e6_t24,4294.45,833.48,0.5333,F8,6,pre,24
e6_t25,4296.06,834.59,1.0667,F8,6,pre,25
e6_t26,4297.66,835.74,1.3333,F8,6,pre,26
e6_t27,4299.22,836.93,1.0667,F8,6,pre,27
e6_t28,4300.75,838.16,0.4,F8,6,pre,28
e6_t29,4302.25,839.42,0.4,F8,6,pre,29
e6_t30,4303.72,840.72,0.2667,F8,6,pre,30
e6_t31,4305.16,842.06,0.0,F8,6,pre,31
e6_t32,4306.57,843.43,0.0,F8,6,pre,32
e6_t33,4307.94,844.84,0.0,F8,6,pre,33
e6_t34,4309.28,846.28,0.0,F8,6,pre,34
e6_t35,4310.58,847.75,0.0,F8,6,pre,35
e6_t36,4311.84,849.25,0.0,F8,6,pre,36
e6_t37,4313.07,850.78,0.0,F8,6,pre,37
e6_t38,4314.26,852.34,0.2667,F8,6,pre,38
e6_t39,4315.41,853.94,0.0,F8,6,pre,39
e6_t40,4316.52,855.55,0.0,F8,6,pre,40
e6_t41,4317.59,857.2,0.1333,F8,6,pre,41
e6_t42,4318.62,858.87,0.2667,F8,6,pre,42
e6_t43,4319.61,860.57,0.1333,F8,6,pre,43
e6_t44,4320.55,862.29,0.1333,F8,6,pre,44
e6_t45,4321.46,864.03,0.4,F8,6,pre,45
e6_t46,4322.32,865.8,0.2667,F8,6,pre,46
e6_t47,4323.14,867.58,0.2667,F8,6,pre,47
e6_t48,4323.91,869.39,0.4,F8,6,pre,48
e6_t49,4324.64,871.21,0.2667,F8,6,pre,49
e6_t50,4325.32,873.05,0.1333,F8,6,pre,50
e6_t51,4325.96,874.91,0.0,F8,6,pre,51
e6_t52,4326.56,876.78,0.1333,F8,6,pre,52
e6_t53,4327.1,878.66,0.2667,F8,6,pre,53
e6_t54,4327.6,880.56,0.6667,F8,6,pre,54
e6_t55,4328.06,882.47,0.2667,F8,6,pre,55
e6_t56,4328.46,884.39,0.4,F8,6,pre,56
e6_t57,4328.82,886.32,0.4,F8,6,pre,57
e6_t58,4329.13,888.26,0.2667,F8,6,pre,58
e6_t59,4329.4,890.21,0.1333,F8,6,pre,59
e6_t60,4329.61,892.16,0.8,F8,6,pre,60
e6_t61,4329.78,894.11,0.9333,F8,6,pre,61
e6_t62,4329.9,896.07,0.2667,F8,6,pre,62
e6_t63,4329.98,898.04,0.0,F8,6,pre,63
e6_t64,4330.0,900.0,0.0,F8,6,pre,64
e6_t65,4329.98,901.96,0.1333,F8,6,pre,65
e6_t66,4329.9,903.93,0.0,F8,6,pre,66
e6_t67,4329.78,905.89,0.1333,F8,6,pre,67
e6_t68,4329.61,907.84,0.5333,F8,6,pre,68
e6_t69,4329.4,909.79,0.9333,F8,6,pre,69
e6_t70,4329.13,911.74,0.6667,F8,6,pre,70
e6_t71,4328.82,913.68,0.4,F8,6,pre,71
e6_t72,4328.46,915.61,0.1333,F8,6,pre,72
e6_t73,4328.06,917.53,0.1333,F8,6,pre,73
e6_t74,4327.6,919.44,0.1333,F8,6,pre,74
e6_t75,4327.1,921.34,0.1333,F8,6,pre,75
e6_t76,4326.56,923.22,0.6667,F8,6,pre,76
e6_t77,4325.96,925.09,0.5333,F8,6,pre,77
e6_t78,4325.32,926.95,0.5333,F8,6,pre,78
e6_t79,4324.64,928.79,0.1333,F8,6,pre,79
e6_t80,4323.91,930.61,0.0,F8,6,pre,80
e6_t81,4323.14,932.42,0.0,F8,6,pre,81
e6_t82,4322.32,934.2,0.0,F8,6,pre,82
e6_t83,4321.46,935.97,0.1333,F8,6,pre,83
e6_t84,4320.55,937.71,0.0,F8,6,pre,84
e6_t85,4319.61,939.43,0.1333,F8,6,pre,85
e6_t86,4318.62,941.13,0.1333,F8,6,pre,86
e6_t87,4317.59,942.8,0.1333,F8,6,pre,87
e6_t88,4316.52,944.45,0.1333,F8,6,pre,88
e6_t89,4315.41,946.06,0.1333,F8,6,pre,89
e6_t90,4314.26,947.66,0.6667,F8,6,pre,90
e6_t91,4313.07,949.22,0.4,F8,6,pre,91
e6_t92,4311.84,950.75,0.9333,F8,6,pre,92
e6_t93,4310.58,952.25,1.2,F8,6,pre,93
e6_t94,4309.28,953.72,0.9333,F8,6,pre,94
e6_t95,4307.94,955.16,0.2667,F8,6,pre,95
e6_t96,4306.57,956.57,0.0,F8,6,pre,96
e6_t97,4305.16,957.94,0.1333,F8,6,pre,97
e6_t98,4303.72,959.28,0.0,F8,6,pre,98
e6_t99,4302.25,960.58,0.0,F8,6,pre,99
e6_t100,4300.75,961.84,0.1333,F8,6,pre,100
e6_t101,4299.22,963.07,0.0,F8,6,pre,101
e6_t102,4297.66,964.26,0.1333,F8,6,pre,102
e6_t103,4296.06,965.41,0.1333,F8,6,pre,103
e6_t104,4294.45,966.52,0.0,F8,6,pre,104
e6_t105,4292.8,967.59,0.1333,F8,6,pre,105
e6_t106,4291.13,968.62,0.4,F8,6,pre,106
e6_t107,4289.43,969.61,0.0,F8,6,pre,107
e6_t108,4287.71,970.55,0.4,F8,6,pre,108
e6_t109,4285.97,971.46,0.4,F8,6,pre,109
e6_t110,4284.2,972.32,0.1333,F8,6,pre,110
e6_t111,4282.42,973.14,0.1333,F8,6,pre,111
e6_t112,4280.61,973.91,0.0,F8,6,pre,112
e6_t113,4278.79,974.64,0.0,F8,6,pre,113
e6_t114,4276.95,975.32,0.0,F8,6,pre,114
e6_t115,4275.09,975.96,0.1333,F8,6,pre,115
e6_t116,4273.22,976.56,0.0,F8,6,pre,116
e6_t117,4271.34,977.1,0.1333,F8,6,pre,117
e6_t118,4269.44,977.6,0.0,F8,6,pre,118
e6_t119,4267.53,978.06,0.0,F8,6,pre,119
e6_t120,4265.61,978.46,0.0,F8,6,pre,120
e6_t121,4263.68,978.82,0.1333,F8,6,pre,121
e6_t122,4261.74,979.13,0.1333,F8,6,pre,122
e6_t123,4259.79,979.4,0.0,F8,6,pre,123
e6_t124,4257.84,979.61,0.9333,F8,6,pre,124
e6_t125,4255.89,979.78,1.7333,F8,6,pre,125
e6_t126,4253.93,979.9,0.5333,F8,6,pre,126
e6_t127,4251.96,979.98,0.0,F8,6,pre,127
e6_t128,4250.0,980.0,0.0,F8,6,pre,128
e6_t129,4248.04,979.98,0.0,F8,6,pre,129
e6_t130,4246.07,979.9,0.0,F8,6,pre,130
e6_t131,4244.11,979.78,0.0,F8,6,pre,131
e6_t132,4242.16,979.61,0.0,F8,6,pre,132
e6_t133,4240.21,979.4,0.0,F8,6,pre,133
e6_t134,4238.26,979.13,0.1333,F8,6,pre,134
e6_t135,4236.32,978.82,0.1333,F8,6,pre,135
e6_t136,4234.39,978.46,0.1333,F8,6,pre,136
e6_t137,4232.47,978.06,0.1333,F8,6,pre,137
e6_t138,4230.56,977.6,0.1333,F8,6,pre,138
e6_t139,4228.66,977.1,0.0,F8,6,pre,139
e6_t140,4226.78,976.56,0.1333,F8,6,pre,140
e6_t141,4224.91,975.96,0.2667,F8,6,pre,141
e6_t142,4223.05,975.32,0.1333,F8,6,pre,142
e6_t143,4221.21,974.64,0.1333,F8,6,pre,143
e6_t144,4219.39,973.91,0.0,F8,6,pre,144
e6_t145,4217.58,973.14,0.1333,F8,6,pre,145
e6_t146,4215.8,972.32,0.1333,F8,6,pre,146
e6_t147,4214.03,971.46,0.0,F8,6,pre,147
e6_t148,4212.29,970.55,0.1333,F8,6,pre,148
e6_t149,4210.57,969.61,0.5333,F8,6,pre,149
e6_t150,4208.87,968.62,0.6667,F8,6,pre,150
e6_t151,4207.2,967.59,0.1333,F8,6,pre,151
e6_t152,4205.55,966.52,0.0,F8,6,pre,152
e6_t153,4203.94,965.41,0.5333,F8,6,pre,153
e6_t154,4202.34,964.26,1.0667,F8,6,pre,154
e6_t155,4200.78,963.07,0.2667,F8,6,pre,155
e6_t156,4199.25,961.84,0.2667,F8,6,pre,156
e6_t157,4197.75,960.58,0.2667,F8,6,pre,157
e6_t158,4196.28,959.28,0.2667,F8,6,pre,158
e6_t159,4194.84,957.94,0.0,F8,6,pre,159
e6_t160,4193.43,956.57,0.0,F8,6,pre,160
e6_t161,4192.06,955.16,0.0,F8,6,pre,161
e6_t162,4190.72,953.72,0.0,F8,6,pre,162
e6_t163,4189.42,952.25,0.0,F8,6,pre,163
e6_t164,4188.16,950.75,0.0,F8,6,pre,164
e6_t165,4186.93,949.22,0.1333,F8,6,pre,165
e6_t166,4185.74,947.66,0.6667,F8,6,pre,166
e6_t167,4184.59,946.06,0.2667,F8,6,pre,167
e6_t168,4183.48,944.45,0.2667,F8,6,pre,168
e6_t169,4182.41,942.8,0.2667,F8,6,pre,169
e6_t170,4181.38,941.13,0.6667,F8,6,pre,170
e6_t171,4180.39,939.43,0.8,F8,6,pre,171
e6_t172,4179.45,937.71,0.8,F8,6,pre,172
e6_t173,4178.54,935.97,0.9333,F8,6,pre,173
e6_t174,4177.68,934.2,0.9333,F8,6,pre,174
e6_t175,4176.86,932.42,0.4,F8,6,pre,175
e6_t176,4176.09,930.61,0.5333,F8,6,pre,176
e6_t177,4175.36,928.79,0.6667,F8,6,pre,177
e6_t178,4174.68,926.95,0.8,F8,6,pre,178
e6_t179,4174.04,925.09,0.8,F8,6,pre,179
e6_t180,4173.44,923.22,0.8,F8,6,pre,180
e6_t181,4172.9,921.34,0.8,F8,6,pre,181
e6_t182,4172.4,919.44,0.5333,F8,6,pre,182
e6_t183,4171.94,917.53,0.4,F8,6,pre,183
e6_t184,4171.54,915.61,0.5333,F8,6,pre,184
e6_t185,4171.18,913.68,0.9333,F8,6,pre,185
e6_t186,4170.87,911.74,1.2,F8,6,pre,186
e6_t187,4170.6,909.79,0.4,F8,6,pre,187
e6_t188,4170.39,907.84,1.7333,F8,6,pre,188
e6_t189,4170.22,905.89,1.6,F8,6,pre,189
e6_t190,4170.1,903.93,1.0667,F8,6,pre,190
e6_t191,4170.02,901.96,1.0667,F8,6,pre,191
e6_t192,4170.0,900.0,0.9333,F8,6,pre,192
e6_t193,4170.02,898.04,1.8667,F8,6,pre,193
e6_t194,4170.1,896.07,1.2,F8,6,pre,194
e6_t195,4170.22,894.11,0.6667,F8,6,pre,195
e6_t196,4170.39,892.16,0.1333,F8,6,pre,196
e6_t197,4170.6,890.21,0.0,F8,6,pre,197
e6_t198,4170.87,888.26,0.1333,F8,6,pre,198
e6_t199,4171.18,886.32,0.2667,F8,6,pre,199
e6_t200,4171.54,884.39,0.9333,F8,6,pre,200
e6_t201,4171.94,882.47,1.4667,F8,6,pre,201
e6_t202,4172.4,880.56,1.7333,F8,6,pre,202
e6_t203,4172.9,878.66,1.2,F8,6,pre,203
e6_t204,4173.44,876.78,1.3333,F8,6,pre,204
e6_t205,4174.04,874.91,1.3333,F8,6,pre,205
e6_t206,4174.68,873.05,1.2,F8,6,pre,206
e6_t207,4175.36,871.21,0.5333,F8,6,pre,207
e6_t208,4176.09,869.39,0.1333,F8,6,pre,208
e6_t209,4176.86,867.58,0.1333,F8,6,pre,209
e6_t210,4177.68,865.8,0.4,F8,6,pre,210
e6_t211,4178.54,864.03,0.6667,F8,6,pre,211
e6_t212,4179.45,862.29,0.8,F8,6,pre,212
e6_t213,4180.39,860.57,0.8,F8,6,pre,213
e6_t214,4181.38,858.87,0.8,F8,6,pre,214
e6_t215,4182.41,857.2,0.4,F8,6,pre,215
e6_t216,4183.48,855.55,0.9333,F8,6,pre,216
e6_t217,4184.59,853.94,0.8,F8,6,pre,217
e6_t218,4185.74,852.34,0.2667,F8,6,pre,218
e6_t219,4186.93,850.78,0.4,F8,6,pre,219
e6_t220,4188.16,849.25,0.2667,F8,6,pre,220
e6_t221,4189.42,847.75,0.6667,F8,6,pre,221
e6_t222,4190.72,846.28,0.8,F8,6,pre,222
e6_t223,4192.06,844.84,0.8,F8,6,pre,223
e6_t224,4193.43,843.43,0.6667,F8,6,pre,224
e6_t225,4194.84,842.06,0.5333,F8,6,pre,225
e6_t226,4196.28,840.72,0.4,F8,6,pre,226
e6_t227,4197.75,839.42,0.2667,F8,6,pre,227
e6_t228,4199.25,838.16,0.1333,F8,6,pre,228
